utterance	fragment	start	end	speaker	text
809	5	00:52:43.343	00:52:44.036	Rafael Costa (Vendor)	hyper fast.
810	0	00:52:44.756	00:52:49.476	Rafael Costa (Vendor)	And this was this was important, so that's why I felt that.
813	0	00:52:50.436	00:52:58.581	Rafael Costa (Vendor)	Going without with the default one port maybe will will will mean that maybe we
813	1	00:52:58.581	00:53:00.516	Rafael Costa (Vendor)	might need to like.
816	0	00:53:02.116	00:53:06.142	Rafael Costa (Vendor)	Yeah, whenever we have a new a new a new order
816	1	00:53:06.142	00:53:11.282	Rafael Costa (Vendor)	for the same site, we will go with with we must have a four
816	2	00:53:11.282	00:53:12.996	Rafael Costa (Vendor)	ports request, so...
819	0	00:53:14.276	00:53:19.383	Rafael Costa (Vendor)	Do you want to keep the decision to go for a one port in the as a default or we
819	1	00:53:19.383	00:53:20.916	Rafael Costa (Vendor)	move it to a four ports?
820	0	00:53:25.716	00:53:26.036	Rafael Costa (Vendor)	Marty.
823	0	00:53:27.196	00:53:31.696	Martin Vasquez	I mean, I'm not, I'm not fussed. You need to go with the one that doesn't
823	1	00:53:31.696	00:53:33.156	Martin Vasquez	cost any money, alright?
825	0	00:53:35.716	00:53:38.205	Martin Vasquez	Most of our customers do service transfers,
825	1	00:53:38.205	00:53:42.506	Martin Vasquez	they don't add additional products. And our default stance on ACCESS-TYPE-A used to
825	2	00:53:42.506	00:53:46.806	Martin Vasquez	be that we would not do a service transfer and then we would do a different
825	3	00:53:46.806	00:53:51.050	Martin Vasquez	port and then it was up to the customer to cancel their service with their
825	4	00:53:51.050	00:53:54.276	Martin Vasquez	previous provider. But that logic's been flipped like...
826	0	00:54:02.756	00:54:03.316	Rafael Costa (Vendor)	Entity.
827	0	00:54:05.956	00:54:06.276	Rafael Costa (Vendor)	Okay.
828	0	00:54:09.716	00:54:09.876	Rafael Costa (Vendor)	Mm.
829	0	00:53:54.956	00:53:59.611	Martin Vasquez	A few years ago now, and so service transfer is pretty much
829	1	00:53:59.611	00:54:05.508	Martin Vasquez	the default, which means, you know, most of the time you don't need a new a
829	2	00:54:05.508	00:54:11.716	Martin Vasquez	new four port PREMISES-DEVICE, so we should, you know, basically default to the one that...
830	0	00:54:12.916	00:54:15.446	Martin Vasquez	Yeah, is the most seamless for the customer,
830	1	00:54:15.446	00:54:18.314	Martin Vasquez	logical order over physical order. Like, you know,
830	2	00:54:18.314	00:54:20.676	Martin Vasquez	there's obviously a list of things that...
831	0	00:54:29.636	00:54:30.676	Rafael Costa (Vendor)	Replace.
832	0	00:54:21.796	00:54:25.075	Martin Vasquez	that you want to do. One is to do logical first,
832	1	00:54:25.075	00:54:30.362	Martin Vasquez	because we know that that's the quickest. The second is use the same user do a
832	2	00:54:30.362	00:54:35.448	Martin Vasquez	service transfer, because again, that's also a logical one. But yeah, it's,
832	3	00:54:35.448	00:54:38.794	Martin Vasquez	you know, you would only really need to do a full
832	4	00:54:38.794	00:54:42.876	Martin Vasquez	port if the customer wasn't doing a service transfer, right?
833	0	00:54:43.316	00:54:43.556	Martin Vasquez	Ooi.
834	0	00:54:49.636	00:54:49.916	Martin Vasquez	Yeah.
835	0	00:54:44.036	00:54:46.846	Rafael Costa (Vendor)	Correct. If it's a new install and you connect
835	1	00:54:46.846	00:54:50.492	Rafael Costa (Vendor)	with that little transfer, which is I know that it's not the
835	2	00:54:50.492	00:54:53.900	Rafael Costa (Vendor)	mainstream now, but is there a difference in cost if you
835	3	00:54:53.900	00:54:58.503	Rafael Costa (Vendor)	request a full or one port? I mean, is it any benefit to ClientCo to use one port
835	4	00:54:58.503	00:55:00.596	Rafael Costa (Vendor)	or is the same for ClientCo perspective?
836	0	00:54:59.556	00:55:02.444	Martin Vasquez	Well, if you're not doing a service transfer
836	1	00:55:02.444	00:55:07.772	Martin Vasquez	and there's an existing service and it's on a full one port PREMISES-DEVICE, then that's fine,
836	2	00:55:07.772	00:55:11.624	Martin Vasquez	right? Obviously, you have to do a full port at that point,
836	3	00:55:11.624	00:55:16.759	Martin Vasquez	because again, as we mentioned before, METCO aren't going to want you to have two
836	4	00:55:16.759	00:55:18.236	Martin Vasquez	single port PREMISES-DEVICEs there.
837	0	00:55:21.876	00:55:25.645	Rafael Costa (Vendor)	Correct, it has to be for both. It has to be for both and the additional
837	1	00:55:25.645	00:55:26.316	Rafael Costa (Vendor)	entity. Yeah.
838	0	00:55:30.996	00:55:34.596	Rafael Costa (Vendor)	I mean, at the first, first, first, first entity, first entity.
839	0	00:55:18.556	00:55:23.115	Martin Vasquez	Given your propensity to connect multiple connections at the same premises, yeah,
839	1	00:55:23.115	00:55:26.285	Martin Vasquez	so it's kind of like just, so I don't think the default,
839	2	00:55:26.285	00:55:29.399	Martin Vasquez	the default isn't, it depends what you mean by default,
839	3	00:55:29.399	00:55:33.236	Martin Vasquez	like the default in what circumstance, you know what I mean, like...
840	0	00:55:47.396	00:55:49.236	Rafael Costa (Vendor)	Yes, yes.
841	0	00:55:52.436	00:55:53.236	Rafael Costa (Vendor)	Okay, so you...
842	0	00:55:35.516	00:55:38.512	Martin Vasquez	Yeah, the first PREMISES-DEVICE, you will not be able to put a four port
842	1	00:55:38.512	00:55:41.853	Martin Vasquez	PREMISES-DEVICE in and have it. Like, NETCO are only going to want to install one
842	2	00:55:41.853	00:55:44.309	Martin Vasquez	port for free. Like, say at a brand new premises,
842	3	00:55:44.309	00:55:47.748	Martin Vasquez	say it's service class 2, right? It hasn't been connected to NETCO yet,
842	4	00:55:47.748	00:55:50.794	Martin Vasquez	it's missing an PREMISES-DEVICE. NETCO are not going to install a four port
842	5	00:55:50.794	00:55:51.236	Martin Vasquez	for free.
843	0	00:55:55.876	00:55:56.116	Rafael Costa (Vendor)	Oh.
844	0	00:56:02.356	00:56:04.756	Rafael Costa (Vendor)	Yeah, you know it's it's it's.
847	0	00:55:52.516	00:55:55.006	Martin Vasquez	I wouldn't, I wouldn't, I wouldn't have thought,
847	1	00:55:55.006	00:55:58.613	Martin Vasquez	because it cost them more money, you know, you know what I mean? Like,
847	2	00:55:58.613	00:56:01.866	Martin Vasquez	they they want to install A1 port entity. You could check that,
847	3	00:56:01.866	00:56:06.083	Martin Vasquez	but I would be very surprised if they if they let you just pick and not charge you
847	4	00:56:06.083	00:56:08.116	Martin Vasquez	anything for the for the difference, so.
852	0	00:56:08.916	00:56:14.891	Rafael Costa (Vendor)	You can, you can. This is a case here. Maybe this is just for hyper fast,
852	1	00:56:14.891	00:56:20.381	Rafael Costa (Vendor)	but let me check quickly. So this is like an adding and this is not
852	2	00:56:20.381	00:56:24.256	Rafael Costa (Vendor)	available here. So this will be not applicable.
852	3	00:56:24.256	00:56:26.356	Rafael Costa (Vendor)	So this will be no entity.
855	0	00:56:27.716	00:56:32.996	Rafael Costa (Vendor)	No entity, right? So this will be here.
858	0	00:56:36.916	00:56:41.236	Rafael Costa (Vendor)	You, you must go for one or four.
861	0	00:56:42.676	00:56:47.191	Rafael Costa (Vendor)	One or four, so no, not not legacy. So 4 is still fine, one is still fine.
861	1	00:56:47.191	00:56:51.766	Rafael Costa (Vendor)	So that this is the default that we are talking about here. A first entity,
861	2	00:56:51.766	00:56:54.596	Rafael Costa (Vendor)	there is no other one. This is basically a C2.
862	0	00:56:55.956	00:56:58.791	Rafael Costa (Vendor)	And, or one, and we are going with this one. So,
862	1	00:56:58.791	00:57:02.378	Rafael Costa (Vendor)	which one is the default? If it is cheaper to go as one port,
862	2	00:57:02.378	00:57:05.791	Rafael Costa (Vendor)	then we keep it one port, but if it is the same from a ClientCo
862	3	00:57:05.791	00:57:08.742	Rafael Costa (Vendor)	perspective, I think 4 ports will will be will be,
862	4	00:57:08.742	00:57:11.461	Rafael Costa (Vendor)	yeah, seems to be more reasonable based on the
862	5	00:57:11.461	00:57:12.676	Rafael Costa (Vendor)	other other criteria.
863	0	00:57:15.396	00:57:16.756	Martin Vasquez	Well, I can tell you that.
864	0	00:57:21.236	00:57:22.276	Rafael Costa (Vendor)	Okay, okay.
865	0	00:57:29.156	00:57:29.636	Rafael Costa (Vendor)	Okay.
866	0	00:57:32.036	00:57:33.716	Rafael Costa (Vendor)	Yeah, yeah, yeah, I understand.
867	0	00:57:18.996	00:57:22.127	Martin Vasquez	We default to one port at the moment. But again, like,
867	1	00:57:22.127	00:57:25.942	Martin Vasquez	that's what we currently do. We need someone from the business to,
867	2	00:57:25.942	00:57:30.041	Martin Vasquez	if they want to change that, potentially, that requires business input.
867	3	00:57:30.041	00:57:34.596	Martin Vasquez	It doesn't require me making a decision. So I can't make that sort of decision.
868	0	00:57:34.996	00:57:39.212	Rafael Costa (Vendor)	Okay, okay. Yeah, I think we are running out of time.
868	1	00:57:39.212	00:57:41.476	Rafael Costa (Vendor)	Just on the service transfer.
869	0	00:57:44.036	00:57:49.853	Rafael Costa (Vendor)	The service transfer has to be logical, and this was also clearly called out here
869	1	00:57:49.853	00:57:51.556	Rafael Costa (Vendor)	about service transfers.
876	0	00:57:57.076	00:58:01.455	Rafael Costa (Vendor)	But it has to be logical, meaning that if, if, yeah, if we are,
876	1	00:58:01.455	00:58:05.767	Rafael Costa (Vendor)	if we have to change the entity to support like the new speed,
876	2	00:58:05.767	00:58:10.968	Rafael Costa (Vendor)	it is not going to have a service, it has must be a disconnect and connect.
876	3	00:58:10.968	00:58:13.910	Rafael Costa (Vendor)	So, a service transfer always assumes that
876	4	00:58:13.910	00:58:14.116	Rafael Costa (Vendor)	the
883	0	00:58:15.396	00:58:19.486	Rafael Costa (Vendor)	the listing entity can support the new bandwidth that is requested.
883	1	00:58:19.486	00:58:24.419	Rafael Costa (Vendor)	So if you have a legacy GEN-1 and you are requesting a hyper, a hyper fast, it will,
883	2	00:58:24.419	00:58:28.209	Rafael Costa (Vendor)	you cannot do that. It will, you cannot do a service transfer.
883	3	00:58:28.209	00:58:30.676	Rafael Costa (Vendor)	You have to disconnect and connect again.
887	0	00:58:47.956	00:58:48.436	Rafael Costa (Vendor)	EE.
888	0	00:58:50.676	00:58:50.996	Rafael Costa (Vendor)	Okay.
889	0	00:58:32.596	00:58:36.826	Martin Vasquez	Yeah, and back to the one port thing, my suspicion too is that, and again,
889	1	00:58:36.826	00:58:40.098	Martin Vasquez	I don't know too much about it, I don't talk to ops much,
889	2	00:58:40.098	00:58:44.836	Martin Vasquez	but I imagine that it's much simpler for, it's much simpler to troubleshoot because
889	3	00:58:44.836	00:58:48.164	Martin Vasquez	the customer can only plug it in in one spot, right? Like,
889	4	00:58:48.164	00:58:51.436	Martin Vasquez	they can only plug their Ethernet cable in a single port.
892	0	00:59:07.396	00:59:08.036	Rafael Costa (Vendor)	Correct.
893	0	00:59:12.196	00:59:13.316	Rafael Costa (Vendor)	I understand, yeah.
894	0	00:58:51.876	00:58:57.231	Martin Vasquez	And so it's much simpler to support. So like defaulting it to four port seems
894	1	00:58:57.231	00:59:01.145	Martin Vasquez	like opening a can of worms in terms of support hassles.
894	2	00:59:01.145	00:59:05.814	Martin Vasquez	So especially if 95% of your customers are getting one port anyway,
894	3	00:59:05.814	00:59:11.307	Martin Vasquez	already have a one port one. So yeah, that definitely needs a business decision
894	4	00:59:11.307	00:59:13.436	Martin Vasquez	if we want to think about that.
895	0	00:59:13.796	00:59:14.076	Martin Vasquez	Ooi.
896	0	00:59:14.836	00:59:20.087	Rafael Costa (Vendor)	I think it makes sense going with the problem that here, that these 5%,
896	1	00:59:20.087	00:59:24.317	Rafael Costa (Vendor)	which is a meaning add a lot of other rules to handle it,
896	2	00:59:24.317	00:59:30.151	Rafael Costa (Vendor)	that all the other rules like, okay, adding a new, yeah, justify that these 5%,
896	3	00:59:30.151	00:59:30.516	Rafael Costa (Vendor)	yeah.
897	0	00:59:26.596	00:59:29.295	Martin Vasquez	It's complicated stuff, right? Yep, and that's why it took us,
897	1	00:59:29.295	00:59:32.594	Martin Vasquez	that's why our project to do this took longer than the business expected and
897	2	00:59:32.594	00:59:35.636	Martin Vasquez	cost more money than they expected, because there's a lot to consider.
898	0	00:59:36.756	00:59:37.516	Rafael Costa (Vendor)	Correct, yeah.
899	0	00:59:37.956	00:59:39.316	Martin Vasquez	Wasn't just a plan change.
900	0	00:59:40.356	00:59:41.236	Rafael Costa (Vendor)	Yeah, yeah.
901	0	00:59:42.436	00:59:47.625	Rafael Costa (Vendor)	OK, OK, so just on this one, we and we can we can finish by this one.
901	1	00:59:47.625	00:59:51.035	Rafael Costa (Vendor)	So, service transfer doesn't support changing
901	2	00:59:51.035	00:59:56.817	Rafael Costa (Vendor)	the entity, and and this was allowed. You have to use the same same entity to
901	3	00:59:56.817	01:00:01.636	Rafael Costa (Vendor)	to move the service. However, the only exception was actually...
910	0	01:00:03.076	01:00:06.935	Rafael Costa (Vendor)	this one here. So basically here, service transfer,
910	1	01:00:06.935	01:00:11.611	Rafael Costa (Vendor)	you have to have the same entity. But the connect outstanding,
910	2	01:00:11.611	01:00:15.470	Rafael Costa (Vendor)	for some reason, it allows to do an entity replace,
910	3	01:00:15.470	01:00:19.404	Rafael Costa (Vendor)	for some reason. So I don't know what is difference,
910	4	01:00:19.404	01:00:22.076	Rafael Costa (Vendor)	why METCO supported here and actually.
915	0	01:00:22.196	01:00:26.187	Rafael Costa (Vendor)	This was not only a mistake in the documentation,
915	1	01:00:26.187	01:00:32.175	Rafael Costa (Vendor)	because actually the scenario is coming after that mentioned this clearly.
915	2	01:00:32.175	01:00:36.246	Rafael Costa (Vendor)	You have, you can have actually a service transfer
915	3	01:00:36.246	01:00:41.276	Rafael Costa (Vendor)	with an ad and a placement scenario. So, for some reason, METCO.
916	0	01:00:41.356	01:00:45.356	Rafael Costa (Vendor)	Support that, does ClientCo support it as well?
919	0	01:00:47.596	01:00:49.916	Rafael Costa (Vendor)	We want support this scenario, like a...
920	0	01:01:06.716	01:01:08.876	Rafael Costa (Vendor)	As with, as with notes, yes.
921	0	01:00:49.316	01:00:51.924	Martin Vasquez	Well, we definitely support service transfer to
921	1	01:00:51.924	01:00:55.294	Martin Vasquez	home hyper fast requesting the replacement of the legacy PREMISES-DEVICE,
921	2	01:00:55.294	01:00:58.229	Martin Vasquez	PREMISES-DEVICE add and raising code. I can see that in our code.
921	3	01:00:58.229	01:01:00.620	Martin Vasquez	We definitely do that. And that'll be your,
921	4	01:01:00.620	01:01:04.261	Martin Vasquez	probably in that spreadsheet, it's probably like add, what was it,
921	5	01:01:04.261	01:01:07.196	Martin Vasquez	add with notes or something like that, I think I saw.
922	0	01:01:09.556	01:01:11.116	Martin Vasquez	Yeah, so we currently do that.
923	0	01:01:12.316	01:01:14.807	Rafael Costa (Vendor)	But this is quite outstanding. This is not a service transfer,
923	1	01:01:14.807	01:01:15.756	Rafael Costa (Vendor)	normal service transfer.
926	0	01:01:15.836	01:01:21.593	Martin Vasquez	Yeah, my guess for that is, my guess for ACCESS-TYPE-B, and again, guessing,
926	1	01:01:21.593	01:01:25.374	Martin Vasquez	you'd have to ask NETCO or SME, I don't know,
926	2	01:01:25.374	01:01:29.756	Martin Vasquez	but quite often the customers take the ACCESS-TYPE-B modems.
931	0	01:01:30.916	01:01:33.695	Martin Vasquez	And, and, and so they have METCO have a lot of issues
931	1	01:01:33.695	01:01:38.023	Martin Vasquez	with that, and so my suspicion is like, well, they probably just go, okay, well,
931	2	01:01:38.023	01:01:40.642	Martin Vasquez	connect outstanding means that the new customer,
931	3	01:01:40.642	01:01:43.902	Martin Vasquez	the new customer has just moved into the premises, you know,
931	4	01:01:43.902	01:01:47.055	Martin Vasquez	maybe there's a modem there, maybe there's not, they want,
931	5	01:01:47.055	01:01:50.636	Martin Vasquez	they want hyper fast, they want, you know, all that sort of stuff.
934	0	01:01:52.076	01:01:56.596	Martin Vasquez	Maybe we'll ship them a new, a new up-to-date, you know,
934	1	01:01:56.596	01:02:01.750	Martin Vasquez	modern ACCESS-TYPE-B modem or PREMISES-DEVICE, whatever you want to call it. But yeah,
934	2	01:02:01.750	01:02:05.398	Martin Vasquez	I don't know why that would be allowed. Like,
934	3	01:02:05.398	01:02:10.236	Martin Vasquez	I don't know why Connect Outstanding would be special there.
935	0	01:02:10.356	01:02:13.116	Martin Vasquez	Apart from guessing at that, that sort of stuff, so...
936	0	01:02:18.396	01:02:18.716	Martin Vasquez	Yeah.
939	0	01:02:15.356	01:02:19.346	Rafael Costa (Vendor)	Okay, okay, so this is only a vehicle for ACCESS-TYPE-B,
939	1	01:02:19.346	01:02:23.930	Rafael Costa (Vendor)	not for HTTP. Okay, so connect outstanding for ACCESS-TYPE-B is
939	2	01:02:23.930	01:02:27.836	Rafael Costa (Vendor)	allowing the entity to replace, not the HTTP.
942	0	01:02:29.836	01:02:30.716	Rafael Costa (Vendor)	Right, so.
943	0	01:02:30.876	01:02:33.116	Martin Vasquez	Well, it's also entirely possible that, um...
944	0	01:02:34.236	01:02:34.636	Martin Vasquez	That.
947	0	01:02:35.516	01:02:38.716	Rafael Costa (Vendor)	Actually, it says 23 as well, yeah, 3 as well, yeah.
950	0	01:02:37.676	01:02:40.076	Martin Vasquez	Yeah, yeah, so...
951	0	01:02:42.396	01:02:47.116	Martin Vasquez	Anyway, yeah, I don't know. It's fun, fun stuff, lots of business rules.
960	0	01:02:48.716	01:02:54.452	Rafael Costa (Vendor)	A lot of business rules. Yeah. Okay, I think we can stop here. But yeah,
960	1	01:02:54.452	01:02:58.696	Rafael Costa (Vendor)	we are still in meetings to discuss about this point.
960	2	01:02:58.696	01:03:04.432	Rafael Costa (Vendor)	Should I schedule another meeting sometime this week to continue on this
960	3	01:03:04.432	01:03:08.676	Rafael Costa (Vendor)	discussion for the entity replace and entity upgrade?
962	0	01:03:10.876	01:03:14.934	Rafael Costa (Vendor)	I don't know, do you want to have one tomorrow or one
962	1	01:03:14.934	01:03:15.836	Rafael Costa (Vendor)	on Thursday?
963	0	01:03:20.476	01:03:21.276	Elena Marchetti	And you, Marty.
965	0	01:03:34.476	01:03:35.116	Rafael Costa (Vendor)	Yeah.
966	0	01:03:22.396	01:03:25.573	Martin Vasquez	I mean, I think you've like pretty much apart
966	1	01:03:25.573	01:03:30.685	Martin Vasquez	from historical knowledge and suspicions on on what METCO done, you've got,
966	2	01:03:30.685	01:03:36.211	Martin Vasquez	you've read way more into the business rules of the specifications that I have.
966	3	01:03:36.211	01:03:41.116	Martin Vasquez	Apart from those business decisions, like if you've got any more, hey,
967	0	01:03:46.236	01:03:47.116	Rafael Costa (Vendor)	Think, yeah.
968	0	01:04:02.436	01:04:02.716	Elena Marchetti	But.
969	0	01:03:41.436	01:03:45.801	Martin Vasquez	we want it to fault to a four port type thing that that probably needs us to at
969	1	01:03:45.801	01:03:48.475	Martin Vasquez	least agree on. And if you've got a few of them,
969	2	01:03:48.475	01:03:52.895	Martin Vasquez	maybe just chuck them in the chat saying, hey, we just we want to do this, this,
969	3	01:03:52.895	01:03:56.550	Martin Vasquez	this and this. Do you agree? And then we can just async it and not
969	4	01:03:56.550	01:04:00.916	Martin Vasquez	have to waste everyone's potentially waste everyone's time with a long meeting.
974	0	01:04:03.436	01:04:08.179	Rafael Costa (Vendor)	I actually have a few other questions, but I think it would be hard to just,
974	1	01:04:08.179	01:04:12.183	Rafael Costa (Vendor)	because it's not very very straightforward, one-to-one question,
974	2	01:04:12.183	01:04:17.173	Rafael Costa (Vendor)	I think it requires some discussions. So we can have a smaller audience meeting.
974	3	01:04:17.173	01:04:21.116	Rafael Costa (Vendor)	We don't have to have everybody in the meeting, but I prefer to
975	0	01:04:22.076	01:04:26.236	Rafael Costa (Vendor)	to discuss the, I can send it to the chat, but I doubt that this would be very...
978	0	01:04:36.636	01:04:37.036	Rafael Costa (Vendor)	Yeah.
979	0	01:04:25.276	01:04:29.256	Elena Marchetti	I think I would agree. I think I would like to see a walkthrough
979	1	01:04:29.256	01:04:33.603	Elena Marchetti	of it all, because as we discuss it, I think stuff comes up. You know,
979	2	01:04:33.603	01:04:37.031	Elena Marchetti	we start to explore what does CONFIG-MGMT do in this situation,
979	3	01:04:37.031	01:04:40.399	Elena Marchetti	what's implication of that, you know, stuff like that.
979	4	01:04:40.399	01:04:42.236	Elena Marchetti	I think that's really helpful.
980	0	01:04:43.396	01:04:45.596	Elena Marchetti	I would like to continue with the walkthrough.
981	0	01:04:48.116	01:04:48.476	Rafael Costa (Vendor)	Okay.
982	0	01:04:51.196	01:04:52.156	Rafael Costa (Vendor)	Okay, okay, I'll.
983	0	01:04:46.316	01:04:52.876	Martin Vasquez	Yeah, that, that's fine. Just find some, find some time and we'll go, go from it.
983	1	01:04:52.876	01:04:55.196	Martin Vasquez	At this stage, probably like.
984	0	01:04:56.476	01:04:59.026	Martin Vasquez	I don't know. Friday morning's pretty good for me,
984	1	01:04:59.026	01:05:00.876	Martin Vasquez	but probably maybe not for you, Elena.
985	0	01:05:02.716	01:05:03.356	Martin Vasquez	Not sure.
986	0	01:05:05.556	01:05:06.156	Rafael Costa (Vendor)	What, what?
987	0	01:05:05.276	01:05:10.055	Martin Vasquez	Because we do Friday afternoon free, we tend to people tend to stack Fridays,
987	1	01:05:10.055	01:05:12.996	Martin Vasquez	but mine's mine's relatively free before 10:30.
988	0	01:05:13.276	01:05:16.809	Rafael Costa (Vendor)	If you want, if you want to have it like 1 P.m.
988	1	01:05:16.809	01:05:18.796	Rafael Costa (Vendor)	on Thursday, is it okay or?
989	0	01:05:20.076	01:05:20.956	Martin Vasquez	Um...
990	0	01:05:22.476	01:05:23.996	Martin Vasquez	Yeah, I can, I can probably do that.
991	0	01:05:22.236	01:05:24.876	Elena Marchetti	I'm free on to something. Yep.
992	0	01:05:24.916	01:05:25.956	Martin Vasquez	Yeah, I can do that.
993	0	01:05:26.636	01:05:29.009	Rafael Costa (Vendor)	Yeah, I'll send another question and maybe keep
993	1	01:05:29.009	01:05:32.075	Rafael Costa (Vendor)	a smaller audience. I'll just mention that in the in the chat
993	2	01:05:32.075	01:05:33.756	Rafael Costa (Vendor)	that only this for METCO discussion.
994	0	01:05:38.636	01:05:44.556	Rafael Costa (Vendor)	Okay. Yeah. Yeah. Yeah.
995	0	01:05:34.396	01:05:38.123	Martin Vasquez	Yeah, I've got a I've got a conflict, but it's it keeps it's a recurring
995	1	01:05:38.123	01:05:40.931	Martin Vasquez	meeting that keeps getting cancelled before it starts,
995	2	01:05:40.931	01:05:44.556	Martin Vasquez	so it's fine to assume that it's also going to be cancelled again. So,
996	0	01:05:45.756	01:05:49.516	Rafael Costa (Vendor)	Okay, cool. That was a good one today. A lot of things, but yeah,
996	1	01:05:49.516	01:05:53.676	Rafael Costa (Vendor)	I'll try to summarize the other rules before we start the meeting, guys.
997	0	01:05:55.116	01:05:56.716	Rafael Costa (Vendor)	As much as that, yeah, yeah.
998	0	01:05:54.876	01:05:58.451	Martin Vasquez	Yeah, that'd be good. Especially the juicy ones like, hey,
998	1	01:05:58.451	01:06:02.876	Martin Vasquez	we want to potentially change physical things that we send to customers.
999	0	01:06:03.196	01:06:07.404	Rafael Costa (Vendor)	Yeah, yeah, so, yeah, correct. So, the all the priorities go with a logical,
999	1	01:06:07.404	01:06:10.956	Rafael Costa (Vendor)	if not an interior place, if not, then we go with an additional.
1000	0	01:06:14.876	01:06:15.676	Rafael Costa (Vendor)	Of course, yes.
1001	0	01:06:18.236	01:06:18.716	Rafael Costa (Vendor)	Yeah.
1002	0	01:06:28.156	01:06:29.356	Rafael Costa (Vendor)	Yes.
1003	0	01:06:10.236	01:06:14.524	Martin Vasquez	for us, it used to just be whatever, whatever we could get for free, right?
1003	1	01:06:14.524	01:06:18.474	Martin Vasquez	Like, was the main main thing, because as soon as you've got a, well,
1003	2	01:06:18.474	01:06:21.351	Martin Vasquez	as soon as you, as soon as you get charged and you
1003	3	01:06:21.351	01:06:24.398	Martin Vasquez	haven't told the customer that they're copying a fee,
1003	4	01:06:24.398	01:06:28.743	Martin Vasquez	you have to you have to absorb it, and that's very expensive for ACCESS-TYPE-A PREMISES-DEVICEs,
1003	5	01:06:28.743	01:06:30.436	Martin Vasquez	because it's typically like...
1004	0	01:06:33.436	01:06:34.076	Elena Marchetti	Wow.
1005	0	01:06:30.596	01:06:34.476	Rafael Costa (Vendor)	Correct, yeah, yeah, I am.
1006	0	01:06:30.556	01:06:35.476	Martin Vasquez	Three 100 bucks a pop, right? So, if you get it wrong, so yeah.
1007	0	01:06:41.796	01:06:42.396	Elena Marchetti	Because.
1010	0	01:06:35.836	01:06:40.415	Rafael Costa (Vendor)	You're burning the revenue, yes correct, yeah. Okay, that sounds good. Okay,
1010	1	01:06:40.415	01:06:42.556	Rafael Costa (Vendor)	thank you. I'll see you on Thursday.
1012	0	01:06:43.276	01:06:43.916	Peter Almqvist (Vendor)	Thanks a lot.
1013	0	01:06:43.836	01:06:44.476	Rafael Costa (Vendor)	Thanks, bye.
1014	0	01:06:41.516	01:06:44.396	Martin Vasquez	No worries. See you guys. Have a good one. Bye.
